acc,pctl
100,0
99.9,1.216685
99.89,1.2177
99.88,1.219982
99.87,1.225816
99.86,1.233932
99.85,1.251179
99.84,1.274007
99.83,1.301653
99.82,1.336908
99.81,1.377489
99.8,1.421875
99.79,1.460682
99.78,1.497712
99.77,1.539562
99.76,1.577353
99.75,1.617681
99.74,1.65877
99.73,1.694279
99.72,1.733846
99.71,1.774935
99.7,1.816024
99.69,1.862439
99.68,1.909868
99.67,1.95882
99.66,2.005235
99.65,2.062049
99.64,2.10745
99.63,2.162742
99.62,2.215498
99.61,2.262928
99.6,2.321517
99.59,2.38518
99.58,2.44453
99.57,2.502105
99.56,2.55968
99.55,2.615733
99.54,2.679142
99.53,2.737224
99.52,2.798604
99.51,2.858969
99.5,2.929226
99.49,2.99162
99.48,3.05376
99.47,3.125539
99.46,3.199854
99.45,3.267067
99.44,3.329715
99.43,3.405044
99.42,3.482149
99.41,3.554942
99.4,3.622409
99.39,3.701036
99.38,3.778394
99.37,3.856514
99.36,3.927785
99.35,3.996266
99.34,4.080727
99.33,4.158339
99.32,4.22961
99.31,4.310012
99.3,4.384074
99.29,4.457628
99.28,4.545385
99.27,4.62528
99.26,4.69782
99.25,4.791411
99.24,4.884241
99.23,4.959571
99.22,5.038197
99.21,5.134325
99.2,5.223097
99.19,5.314913
99.18,5.406982
99.17,5.487384
99.16,5.580468
99.15,5.673806
99.14,5.77881
99.13,5.854647
99.12,5.948746
99.11,6.057555
99.1,6.139732
99.09,6.243215
99.08,6.340104
99.07,6.446123
99.06,6.552396
99.05,6.64827
99.04,6.754796
99.03,6.86183
99.02,6.967342
99.01,7.064484
99,7.164162
98.99,7.275762
98.98,7.379245
98.97,7.479177
98.96,7.582406
98.95,7.68665
98.94,7.793176
98.93,7.89742
98.92,7.99583
98.91,8.111234
98.9,8.224355
98.89,8.341281
98.88,8.44451
98.87,8.561689
98.86,8.677854
98.85,8.781337
98.84,8.896994
98.83,9.007325
98.82,9.135157
98.81,9.257409
98.8,9.374588
98.79,9.513326
98.78,9.613004
98.77,9.722321
98.76,9.85624
98.75,9.96581
98.74,10.07614
98.73,10.19028
98.72,10.32496
98.71,10.44721
98.7,10.56819
98.69,10.68867
98.68,10.80433
98.67,10.95118
98.66,11.07521
98.65,11.2005
98.64,11.32681
98.63,11.46225
98.62,11.58806
98.61,11.70904
98.6,11.83992
98.59,11.9746
98.58,12.09127
98.57,12.22164
98.56,12.34871
98.55,12.47527
98.54,12.60564
98.53,12.73474
98.52,12.8925
98.51,13.01805
98.5,13.15501
98.49,13.30567
98.48,13.42843
98.47,13.59101
98.46,13.74978
98.45,13.88548
98.44,14.02472
98.43,14.1594
98.42,14.31514
98.41,14.44069
98.4,14.57841
98.39,14.71081
98.38,14.8427
98.37,14.98422
98.36,15.11916
98.35,15.26094
98.34,15.40627
98.33,15.5303
98.32,15.67487
98.31,15.81691
98.3,15.98989
98.29,16.11036
98.28,16.24656
98.27,16.40686
98.26,16.53824
98.25,16.68586
98.24,16.85579
98.23,16.97931
98.22,17.10233
98.21,17.23751
98.2,17.42292
98.19,17.55887
98.18,17.72601
98.17,17.88225
98.16,18.04204
98.15,18.16911
98.14,18.33474
98.13,18.48489
98.12,18.64874
98.11,18.77505
98.1,18.93737
98.09,19.10807
98.08,19.25873
98.07,19.41623
98.06,19.56436
98.05,19.71933
98.04,19.87531
98.03,20.02014
98.02,20.18272
98.01,20.32653
98,20.47744
97.99,20.62328
97.98,20.78307
97.97,20.9421
97.96,21.09656
97.95,21.24874
97.94,21.4235
97.93,21.56325
97.92,21.71797
97.91,21.88106
97.9,22.01548
97.89,22.16208
97.88,22.34115
97.87,22.49688
97.86,22.65718
97.85,22.82534
97.84,22.97904
97.83,23.1505
97.82,23.33134
97.81,23.46399
97.8,23.62378
97.79,23.7856
97.78,23.93676
97.77,24.093
97.76,24.26268
97.75,24.42374
97.74,24.57821
97.73,24.74865
97.72,24.92163
97.71,25.06239
97.7,25.22015
97.69,25.39491
97.68,25.56789
97.67,25.68431
97.66,25.88442
97.65,26.03813
97.64,26.20527
97.63,26.37419
97.62,26.52561
97.61,26.68743
97.6,26.85128
97.59,27.03897
97.58,27.19724
97.57,27.36666
97.56,27.53711
97.55,27.69969
97.54,27.85111
97.53,28.02865
97.52,28.1859
97.51,28.36294
97.5,28.53693
97.49,28.6919
97.48,28.87097
97.47,29.03304
97.46,29.21388
97.45,29.37951
97.44,29.55655
97.43,29.77163
97.42,29.90073
97.41,30.07751
97.4,30.25277
97.39,30.42753
97.38,30.59772
97.37,30.76232
97.36,30.91552
97.35,31.08723
97.34,31.27517
97.33,31.41924
97.32,31.5874
97.31,31.76088
97.3,31.91738
97.29,32.10177
97.28,32.26257
97.27,32.42972
97.26,32.58139
97.25,32.73712
97.24,32.91467
97.23,33.09297
97.22,33.2378
97.21,33.42143
97.2,33.57006
97.19,33.73695
97.18,33.90384
97.17,34.0824
97.16,34.23128
97.15,34.40781
97.14,34.5496
97.13,34.72283
97.12,34.88744
97.11,35.05915
97.1,35.20879
97.09,35.37974
97.08,35.54714
97.07,35.70566
97.06,35.87458
97.05,36.0364
97.04,36.20481
97.03,36.37297
97.02,36.54266
97.01,36.67277
97,36.85361
96.99,37.02076
96.98,37.18892
96.97,37.37356
96.96,37.52955
96.95,37.69974
96.94,37.85674
96.93,38.00943
96.92,38.18697
96.91,38.35082
96.9,38.51289
96.89,38.6704
96.88,38.83602
96.87,39.07444
96.86,39.18375
96.85,39.35876
96.84,39.51855
96.83,39.69331
96.82,39.88074
96.81,40.02912
96.8,40.18865
96.79,40.33399
96.78,40.50189
96.77,40.61704
96.76,40.83086
96.75,40.99978
96.74,41.16565
96.73,41.32215
96.72,41.48878
96.71,41.64046
96.7,41.79594
96.69,41.95496
96.68,42.1287
96.67,42.27962
96.66,42.47314
96.65,42.58474
96.64,42.72728
96.63,42.87414
96.62,43.04027
96.61,43.20919
96.6,43.35376
96.59,43.52598
96.58,43.69667
96.57,43.85798
96.56,43.99799
96.55,44.15144
96.54,44.30844
96.53,44.4733
96.52,44.6473
96.51,44.79618
96.5,44.9651
96.49,45.12109
96.48,45.28011
96.47,45.42443
96.46,45.5898
96.45,45.75213
96.44,45.91243
96.43,46.07982
96.42,46.24595
96.41,46.39433
96.4,46.55209
96.39,46.69184
96.38,46.85696
96.37,46.98733
96.36,47.13063
96.35,47.28941
96.34,47.44083
96.33,47.59935
96.32,47.74138
96.31,47.89559
96.3,48.05107
96.29,48.25449
96.28,48.3458
96.27,48.50203
96.26,48.64534
96.25,48.78839
96.24,48.95477
96.23,49.11076
96.22,49.26573
96.21,49.39762
96.2,49.55335
96.19,49.70731
96.18,49.86025
96.17,50.00279
96.16,50.16207
96.15,50.24958
96.14,50.45122
96.13,50.61126
96.12,50.75228
96.11,50.89609
96.1,51.04497
96.09,51.20121
96.08,51.34376
96.07,51.48706
96.06,51.63721
96.05,51.78635
96.04,51.92762
96.03,52.07118
96.02,52.20104
96.01,52.338
96,52.48207
95.99,52.63907
95.98,52.77933
95.97,52.92491
95.96,53.06822
95.95,53.23663
95.94,53.38653
95.93,53.50726
95.92,53.65386
95.91,53.79361
95.9,53.93996
95.89,54.07033
95.88,54.21997
95.87,54.3686
95.86,54.51165
95.85,54.64861
95.84,54.80739
95.83,54.8812
95.82,55.07244
95.81,55.21016
95.8,55.35093
95.79,55.49271
95.78,55.63018
95.77,55.74812
95.76,55.91349
95.75,56.04107
95.74,56.15115
95.73,56.32793
95.72,56.46667
95.71,56.59247
95.7,56.74135
95.69,56.87147
95.68,57.00868
95.67,57.13677
95.66,57.26333
95.65,57.3587
95.64,57.52153
95.63,57.6623
95.62,57.80941
95.61,57.92836
95.6,58.05746
95.59,58.20001
95.58,58.31947
95.57,58.46176
95.56,58.58325
95.55,58.75141
95.54,58.85768
95.53,59.00098
95.52,59.12552
95.51,59.2536
95.5,59.38955
95.49,59.52246
95.48,59.63279
95.47,59.76975
95.46,59.90468
95.45,59.95313
95.44,60.13245
95.43,60.26992
95.42,60.3942
95.41,60.53902
95.4,60.66635
95.39,60.77922
95.38,60.88346
95.37,61.02626
95.36,61.15206
95.35,61.28243
95.34,61.40569
95.33,61.53936
95.32,61.654
95.31,61.79122
95.3,61.91525
95.29,62.02101
95.28,62.15113
95.27,62.28073
95.26,62.40324
95.25,62.53031
95.24,62.65992
95.23,62.82529
95.22,62.90087
95.21,63.02972
95.2,63.15324
95.19,63.27701
95.18,63.40104
95.17,63.5068
95.16,63.62297
95.15,63.74623
95.14,63.87381
95.13,63.98617
95.12,64.09067
95.11,64.20531
95.1,64.32198
95.09,64.44956
95.08,64.56522
95.07,64.67073
95.06,64.78284
95.05,64.89418
95.04,65.02303
95.03,65.14021
95.02,65.24597
95.01,65.36062
95,65.4466
94.99,65.60106
94.98,65.69136
94.97,65.79129
94.96,65.90238
94.95,66.01728
94.94,66.13446
94.93,66.23895
94.92,66.34523
94.91,66.4832
94.9,66.56716
94.89,66.67318
94.88,66.78858
94.87,66.90094
94.86,67.01051
94.85,67.12617
94.84,67.24183
94.83,67.33491
94.82,67.4323
94.81,67.53122
94.8,67.66261
94.79,67.76304
94.78,67.87642
94.77,67.9832
94.76,68.0981
94.75,68.20843
94.74,68.32332
94.73,68.47956
94.72,68.5133
94.71,68.62287
94.7,68.72609
94.69,68.82679
94.68,68.94346
94.67,69.04238
94.66,69.15981
94.65,69.26076
94.64,69.35942
94.63,69.46417
94.62,69.5674
94.61,69.66759
94.6,69.75915
94.59,69.82788
94.58,69.95445
94.57,70.04652
94.56,70.15685
94.55,70.23319
94.54,70.35773
94.53,70.44726
94.52,70.54542
94.51,70.65651
94.5,70.77064
94.49,70.87413
94.48,70.97431
94.47,71.07196
94.46,71.15947
94.45,71.27259
94.44,71.28451
94.43,71.45774
94.42,71.5772
94.41,71.66217
94.4,71.76235
94.39,71.85569
94.38,71.95334
94.37,72.0548
94.36,72.14331
94.35,72.21839
94.34,72.32745
94.33,72.40532
94.32,72.50297
94.31,72.59757
94.3,72.69116
94.29,72.78501
94.28,72.89788
94.27,72.95748
94.26,73.05995
94.25,73.15202
94.24,73.23724
94.23,73.33869
94.22,73.41681
94.21,73.50051
94.2,73.60146
94.19,73.68922
94.18,73.78154
94.17,73.86143
94.16,73.95198
94.15,74.03872
94.14,74.13181
94.13,74.21602
94.12,74.29134
94.11,74.4349
94.1,74.4595
94.09,74.55512
94.08,74.63984
94.07,74.72202
94.06,74.80825
94.05,74.88384
94.04,74.96272
94.03,75.05073
94.02,75.13595
94.01,75.21153
94,75.30183
93.99,75.38705
93.98,75.4677
93.97,75.57677
93.96,75.66275
93.95,75.73985
93.94,75.82862
93.93,75.89837
93.92,75.98638
93.91,76.06273
93.9,76.15099
93.89,76.22379
93.88,76.30115
93.87,76.39271
93.86,76.47818
93.85,76.54666
93.84,76.62935
93.83,76.70544
93.82,76.78254
93.81,76.85762
93.8,76.93904
93.79,77.01437
93.78,77.09807
93.77,77.17137
93.76,77.26191
93.75,77.29387
93.74,77.43134
93.73,77.46279
93.72,77.55461
93.71,77.62563
93.7,77.70248
93.69,77.77984
93.68,77.85339
93.67,77.94013
93.66,78.02079
93.65,78.09028
93.64,78.17627
93.63,78.2592
93.62,78.3424
93.61,78.43168
93.6,78.49914
93.59,78.56965
93.58,78.64574
93.57,78.72462
93.56,78.79336
93.55,78.86996
93.54,78.94275
93.53,79.00413
93.52,79.09036
93.51,79.15631
93.5,79.22606
93.49,79.29708
93.48,79.36632
93.47,79.43632
93.46,79.51241
93.45,79.58089
93.44,79.65749
93.43,79.73409
93.42,79.80764
93.41,79.87156
93.4,79.94106
93.39,80.01283
93.38,80.08816
93.37,80.15943
93.36,80.22386
93.35,80.29919
93.34,80.37655
93.33,80.38187
93.32,80.5234
93.31,80.57819
93.3,80.66315
93.29,80.7258
93.28,80.78515
93.27,80.84983
93.26,80.91958
93.25,80.98907
93.24,81.05603
93.23,81.12908
93.22,81.1968
93.21,81.26528
93.2,81.32818
93.19,81.40199
93.18,81.46413
93.17,81.53058
93.16,81.59602
93.15,81.65613
93.14,81.72791
93.13,81.78929
93.12,81.85853
93.11,81.91306
93.1,81.95415
93.09,82.031
93.08,82.10075
93.07,82.15072
93.06,82.21768
93.05,82.28946
93.04,82.34627
93.03,82.40613
93.02,82.46041
93.01,82.52965
93,82.59509
92.99,82.65089
92.98,82.70694
92.97,82.76908
92.96,82.82767
92.95,82.88677
92.94,82.94992
92.93,83.00242
92.92,83.06685
92.91,83.13254
92.9,83.19138
92.89,83.24363
92.88,83.30146
92.87,83.36664
92.86,83.40291
92.85,83.52085
92.84,83.52466
92.83,83.58046
92.82,83.64995
92.81,83.69916
92.8,83.75394
92.79,83.80822
92.78,83.86554
92.77,83.91931
92.76,83.97638
92.75,84.02609
92.74,84.07834
92.73,84.13947
92.72,84.19578
92.71,84.25513
92.7,84.30611
92.69,84.36216
92.68,84.40731
92.67,84.47553
92.66,84.53083
92.65,84.58282
92.64,84.63203
92.63,84.68605
92.62,84.73982
92.61,84.79917
92.6,84.85446
92.59,84.88947
92.58,84.95211
92.57,85.0107
92.56,85.06371
92.55,85.11064
92.54,85.15908
92.53,85.20702
92.52,85.25419
92.51,85.30314
92.5,85.36376
92.49,85.41119
92.48,85.46598
92.47,85.51772
92.46,85.57783
92.45,85.62425
92.44,85.67573
92.43,85.71555
92.42,85.75537
92.41,85.81828
92.4,85.87991
92.39,85.91618
92.38,85.96462
92.37,86.00647
92.36,86.05035
92.35,86.0988
92.34,86.14876
92.33,86.2005
92.32,86.25808
92.31,86.27456
92.3,86.39428
92.29,86.39707
92.28,86.43968
92.27,86.49472
92.26,86.54418
92.25,86.58755
92.24,86.63143
92.23,86.6786
92.22,86.73187
92.21,86.77549
92.2,86.81963
92.19,86.87821
92.18,86.92235
92.17,86.96623
92.16,87.00985
92.15,87.06489
92.14,87.10826
92.13,87.14199
92.12,87.19323
92.11,87.23432
92.1,87.30736
92.09,87.33374
92.08,87.38396
92.07,87.42987
92.06,87.47197
92.05,87.51484
92.04,87.55973
92.03,87.60057
92.02,87.64089
92.01,87.68528
92,87.7251
91.99,87.78014
91.98,87.82199
91.97,87.86993
91.96,87.90746
91.95,87.94094
91.94,87.99015
91.93,88.04113
91.92,88.07182
91.91,88.10657
91.9,88.1507
91.89,88.19179
91.88,88.24049
91.87,88.28994
91.86,88.32444
91.85,88.36984
91.84,88.40839
91.83,88.45836
91.82,88.49564
91.81,88.53293
91.8,88.56844
91.79,88.60826
91.78,88.65264
91.77,88.69348
91.76,88.72899
91.75,88.77692
91.74,88.81827
91.73,88.85454
91.72,88.89106
91.71,88.93215
91.7,88.97273
91.69,89.00697
91.68,89.05541
91.67,89.0681
91.66,89.16955
91.65,89.17031
91.64,89.19491
91.63,89.23879
91.62,89.27836
91.61,89.31108
91.6,89.34532
91.59,89.3897
91.58,89.43612
91.57,89.47239
91.56,89.50714
91.55,89.54062
91.54,89.57359
91.53,89.61138
91.52,89.6545
91.51,89.68519
91.5,89.72095
91.49,89.75291
91.48,89.78258
91.47,89.82164
91.46,89.8569
91.45,89.8919
91.44,89.92361
91.43,89.96469
91.42,90.00223
91.41,90.03191
91.4,90.06513
91.39,90.09785
91.38,90.13463
91.37,90.16583
91.36,90.2021
91.35,90.24039
91.34,90.27717
91.33,90.30913
91.32,90.33906
91.31,90.37863
91.3,90.38725
91.29,90.43671
91.28,90.46968
91.27,90.50468
91.26,90.53639
91.25,90.56809
91.24,90.60081
91.23,90.6386
91.22,90.67081
91.21,90.70429
91.2,90.73904
91.19,90.76263
91.18,90.79814
91.17,90.84049
91.16,90.86155
91.15,90.89579
91.14,90.9318
91.13,90.95818
91.12,90.99191
91.11,91.02514
91.1,91.05938
91.09,91.09109
91.08,91.12761
91.07,91.1583
91.06,91.19127
91.05,91.21765
91.04,91.23667
91.03,91.27091
91.02,91.30262
91.01,91.3295
91,91.36095
90.99,91.39088
90.98,91.41422
90.97,91.44541
90.96,91.47636
90.95,91.50324
90.94,91.53469
90.93,91.57248
90.92,91.60038
90.91,91.60292
90.9,91.68916
90.89,91.68992
90.88,91.70843
90.87,91.74445
90.86,91.77996
90.85,91.80633
90.84,91.8421
90.83,91.86569
90.82,91.89739
90.81,91.92377
90.8,91.9471
90.79,91.97323
90.78,92.00392
90.77,92.02928
90.76,92.05464
90.75,92.07722
90.74,92.1074
90.73,92.13073
90.72,92.16168
90.71,92.1911
90.7,92.2223
90.69,92.25222
90.68,92.27683
90.67,92.30143
90.66,92.33288
90.65,92.36002
90.64,92.39046
90.63,92.42115
90.62,92.46452
90.61,92.47415
90.6,92.50332
90.59,92.53477
90.58,92.56039
90.57,92.58829
90.56,92.61746
90.55,92.63775
90.54,92.65905
90.53,92.68543
90.52,92.7146
90.51,92.73616
90.5,92.76152
90.49,92.78765
90.48,92.81681
90.47,92.85486
90.46,92.86222
90.45,92.88631
90.44,92.90736
90.43,92.9312
90.42,92.96468
90.41,92.987
90.4,93.00882
90.39,93.03621
90.38,93.05219
90.37,93.08212
90.36,93.10748
90.35,93.13208
90.34,93.15288
90.33,93.17875
90.32,93.19701
90.31,93.22517
90.3,93.25231
90.29,93.27615
90.28,93.30303
90.27,93.3251
90.26,93.35224
90.25,93.36999
90.24,93.38724
90.23,93.41869
90.22,93.44558
90.21,93.46409
90.2,93.48844
90.19,93.51152
90.18,93.52572
90.17,93.55236
90.16,93.57163
90.15,93.5975
90.14,93.61931
90.13,93.63808
90.12,93.66294
90.11,93.68348
90.1,93.70428
90.09,93.72305
90.08,93.74588
90.07,93.76769
90.06,93.79458
90.05,93.82045
90.04,93.84125
90.03,93.86001
90.02,93.87954
90.01,93.89527
90,93.89628
89.99,93.96984
89.98,93.97085
89.97,93.9848
89.96,94.00839
89.95,94.02817
89.94,94.05125
89.93,94.07459
89.92,94.09919
89.91,94.11847
89.9,94.13749
89.89,94.15677
89.88,94.1763
89.87,94.19532
89.86,94.21383
89.85,94.24478
89.84,94.26025
89.83,94.28358
89.82,94.30058
89.81,94.31757
89.8,94.33989
89.79,94.36424
89.78,94.37565
89.77,94.40102
89.76,94.42004
89.75,94.43729
89.74,94.45327
89.73,94.48015
89.72,94.50146
89.71,94.52175
89.7,94.54254
89.69,94.55878
89.68,94.58211
89.67,94.59961
89.66,94.61762
89.65,94.64932
89.64,94.65744
89.63,94.6752
89.62,94.69447
89.61,94.71248
89.6,94.72871
89.59,94.74393
89.58,94.7556
89.57,94.7802
89.56,94.79719
89.55,94.81216
89.54,94.82814
89.53,94.84006
89.52,94.85984
89.51,94.88039
89.5,94.89662
89.49,94.9131
89.48,94.93187
89.47,94.93466
89.46,94.96383
89.45,94.97981
89.44,95.00289
89.43,95.01963
89.42,95.03815
89.41,95.05362
89.4,95.06884
89.39,95.08253
89.38,95.10637
89.37,95.1188
89.36,95.13478
89.35,95.14949
89.34,95.1637
89.33,95.18323
89.32,95.19743
89.31,95.21442
89.3,95.22888
89.29,95.24714
89.28,95.27276
89.27,95.28062
89.26,95.29635
89.25,95.31562
89.24,95.33109
89.23,95.35062
89.22,95.3666
89.21,95.38943
89.2,95.40516
89.19,95.42139
89.18,95.43711
89.17,95.44903
89.16,95.46197
89.15,95.47896
89.14,95.49418
89.13,95.51295
89.12,95.52614
89.11,95.54136
89.1,95.55734
89.09,95.57433
89.08,95.58777
89.07,95.60324
89.06,95.6177
89.05,95.63013
89.04,95.64611
89.03,95.66057
89.02,95.67325
89.01,95.69252
89,95.70647
88.99,95.72423
88.98,95.73513
88.97,95.74706
88.96,95.75872
88.95,95.77039
88.94,95.78434
88.93,95.80235
88.92,95.81858
88.91,95.83329
88.9,95.83912
88.89,95.83938
88.87,95.90152
88.86,95.90761
88.85,95.92105
88.84,95.94032
88.83,95.95504
88.82,95.96721
88.81,95.9804
88.8,95.99359
88.79,96.00348
88.78,96.02047
88.77,96.0296
88.76,96.04051
88.75,96.05497
88.74,96.06765
88.73,96.08008
88.72,96.09428
88.71,96.10595
88.7,96.11812
88.69,96.13359
88.68,96.14298
88.67,96.15591
88.66,96.16784
88.65,96.17874
88.64,96.18965
88.63,96.20892
88.62,96.21805
88.61,96.22947
88.6,96.23987
88.59,96.25052
88.58,96.26269
88.57,96.27411
88.56,96.28552
88.55,96.29541
88.54,96.3081
88.53,96.32052
88.52,96.32636
88.51,96.34056
88.5,96.35527
88.49,96.36643
88.48,96.37582
88.47,96.39205
88.46,96.40118
88.45,96.41589
88.44,96.42654
88.43,96.43796
88.42,96.44759
88.41,96.45825
88.4,96.47448
88.39,96.4831
88.38,96.49477
88.37,96.50441
88.36,96.51709
88.35,96.53408
88.34,96.546
88.33,96.55742
88.32,96.56706
88.31,96.57822
88.3,96.59064
88.29,96.60561
88.28,96.61677
88.27,96.62945
88.26,96.64036
88.25,96.65278
88.24,96.6609
88.23,96.6817
88.22,96.68195
88.21,96.68956
88.2,96.70072
88.19,96.71036
88.18,96.72329
88.17,96.73496
88.16,96.74536
88.15,96.75601
88.14,96.77047
88.13,96.7829
88.12,96.79203
88.11,96.80319
88.1,96.81638
88.09,96.82855
88.08,96.83718
88.07,96.84605
88.06,96.85645
88.05,96.86482
88.04,96.87421
88.03,96.88055
88.02,96.88993
88.01,96.90008
88,96.90972
87.99,96.9262
87.98,96.93533
87.97,96.94345
87.96,96.95258
87.95,96.96222
87.94,96.97211
87.93,96.98124
87.92,96.99265
